split_label,dataset_id,corruption_family,corruption_id,corruption_level,corruption_seed,seed_role,governance_system_id,baseline_system_id,metric,governance_value,baseline_value,delta,delta_hash
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,veto_mavs,single_model,rejection_rate,0.6551724137931034,0.6551724137931034,0.0,2c604477441fe426b2a65db380655102d60ab56c363fd25b923590018dd16411
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,veto_mavs,single_model,technical_failure_rate,0.0,0.0,0.0,0737c6235b5cc0019e58a445528c751d4667ca01979a0e43a80dae78aa181e57
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,veto_mavs,mean_ensemble,accuracy,0.9655172413793104,0.9655172413793104,0.0,d8704a1c63e2754596afd4afa3fd03b6699cf4c0cf46d8fc5371754e45c1ed78
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,veto_mavs,mean_ensemble,f1,0.9523809523809523,0.9523809523809523,0.0,54b97bb38d845cd79db760d9b67230bbd604c3741340fc10587123c620ee89de
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,veto_mavs,mean_ensemble,unsafe_acceptance_rate,0.0,0.0,0.0,58c6764f52eed9f548b5d42b0fdcf712a7b09925cf424425fdceacef1d821afe
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,veto_mavs,mean_ensemble,rejection_rate,0.6551724137931034,0.6551724137931034,0.0,dedab4bf0324262a70e903c14c2057961fcea51dc525e77045895d1582cb33e6
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,veto_mavs,mean_ensemble,technical_failure_rate,0.0,0.0,0.0,888ba57e7c1fc252d246bbde90b14695ad0fb28147f127273e2a8eb0ced31ce9
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,veto_mavs,static_weighted_ensemble,accuracy,0.9655172413793104,0.9655172413793104,0.0,1daee49a41035354fcc0d152da9113bb09425cfd4949720027ba03a480f9c490
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,veto_mavs,static_weighted_ensemble,f1,0.9523809523809523,0.9523809523809523,0.0,6c0664837e8697845eebf046cc2309fb61a68b74c0504d0f2e76ead8e2f023dd
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,veto_mavs,static_weighted_ensemble,unsafe_acceptance_rate,0.0,0.0,0.0,3fc03f1ad98d317a7a6238aaed7b38e3e3a9a201bc9e58517eccbd70bf8f8a78
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,veto_mavs,static_weighted_ensemble,rejection_rate,0.6551724137931034,0.6551724137931034,0.0,20b523a9d544fd13ec414bc78ea963656dfc53845e542f3a05af9f6fe43d5724
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,veto_mavs,static_weighted_ensemble,technical_failure_rate,0.0,0.0,0.0,bdc911f9af4304e2b055cfd2ae3b71ed442dd611527204540c07ca7c84605b5a
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,pure_mavs_gc,single_model,accuracy,0.9655172413793104,0.9655172413793104,0.0,72626a4778608f4112d93aed5cfbe3f36eab5c8f6b44e499ce900237efc10568
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,pure_mavs_gc,single_model,f1,0.9523809523809523,0.9523809523809523,0.0,ad69cc69e36c4da4f97dfd8d9be24ba0394fd7d0a327a07dd18c0a832cf1e637
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,pure_mavs_gc,single_model,unsafe_acceptance_rate,0.0,0.0,0.0,848edccff234cd8e25c45fcc1c7832d9bc9658a0aff3e60a7402bb956f0f100c
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,pure_mavs_gc,single_model,rejection_rate,0.6551724137931034,0.6551724137931034,0.0,475f283a38aa59a74a4f1c52d35d350748e789fd1fa933e55d55d400e2a248af
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,pure_mavs_gc,single_model,technical_failure_rate,0.0,0.0,0.0,f3e5d8f62ab903c8dfd649299f44082686f82dec8aa9daf3c14e71e63dfb3ef9
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,pure_mavs_gc,mean_ensemble,accuracy,0.9655172413793104,0.9655172413793104,0.0,639a43d45a4e128c3f6afe27d3fcd398f11336f31853cc9a6739055aaa183247
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,pure_mavs_gc,mean_ensemble,f1,0.9523809523809523,0.9523809523809523,0.0,86b7e058ff440339e44c815117f547988f7eae8245efc788bfb7475a7ea580c3
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,pure_mavs_gc,mean_ensemble,unsafe_acceptance_rate,0.0,0.0,0.0,bec70828a8a9ff401b66e5f3b2d0c2ee2f0cb922d2d9758ef767636a08e814d2
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,pure_mavs_gc,mean_ensemble,rejection_rate,0.6551724137931034,0.6551724137931034,0.0,387f3c31f1a6da939115b96ec114399dba622dc5d64344a3f1461ba9ed742b29
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,pure_mavs_gc,mean_ensemble,technical_failure_rate,0.0,0.0,0.0,afda3d1b37f1e3ce5fbacf834c83e8a1f4429ac161634df80bf5a1470e22040d
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,pure_mavs_gc,static_weighted_ensemble,accuracy,0.9655172413793104,0.9655172413793104,0.0,d53b69633740901fb05428392dc6a2c84254d2cec7b51cd343166561c65f2bcd
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,pure_mavs_gc,static_weighted_ensemble,f1,0.9523809523809523,0.9523809523809523,0.0,df33f80175310979ef946ceebf76d1b6bbf2410262ee6e7cc404a045c6aef3a8
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,pure_mavs_gc,static_weighted_ensemble,unsafe_acceptance_rate,0.0,0.0,0.0,b079c74391d6ba9912095089ed85f50e2802a10015ea3761c6388ef8f413c77e
audit,breast_cancer_wisconsin,feature_noise,breast_cancer_wisconsin__audit_benchmark__feature_noise__level_0p00__audit_2002,0.0,2002,audit,pure_mavs_gc,static_weighted_ensemble,rejection_rate,0.6551724137931034,0.6551724137931034,0.0,8596a3cdd556b8b7ac55d3e4a5a7f22411e25c44b5c5c8ff1e0725fc8457790f
