split_label,dataset_id,system_id,corruption_family,corruption_level,seed_role,seed_count,accuracy_mean,accuracy_variance,variance_hash
locked,breast_cancer_wisconsin,single_model,missing_features,0.2,primary,3,0.9532163742690059,6.839711364180474e-05,fce72bb5cc1b0afe69a37421af608f30cabbcec3f2381bb4b544a166ba204050
locked,breast_cancer_wisconsin,mean_ensemble,missing_features,0.2,primary,3,0.935672514619883,6.839711364180387e-05,4a6861a3a338ffae16d369324af74a2098cebd823a4b3a89b418b1f8ced93354
locked,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.2,primary,3,0.9590643274853801,6.839711364180474e-05,9e793db7741ed32d900d1615b26c53efcf735dc321379a9fb27e81703172be6a
locked,breast_cancer_wisconsin,veto_mavs,missing_features,0.2,primary,3,0.935672514619883,6.839711364180387e-05,be3caf70ae1a7329bc0755865a6af7ef62521756c28f8fee63e2bd6b426a7bdf
locked,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.2,primary,3,0.9298245614035088,0.0006155740227762374,8c563c245adad5b278a1f9d162cf5f67d974d5a61557894b02acb22fd4dfbccd
locked,breast_cancer_wisconsin,single_model,missing_features,0.2,shadow,2,0.956140350877193,7.694675284703034e-05,a71fd48f3d9ec5d7a77c9f3cfa961bb8afa114fb9e87bfcc23b66b6ad91c2929
locked,breast_cancer_wisconsin,mean_ensemble,missing_features,0.2,shadow,2,0.9385964912280702,0.0006925207756232701,c9d9afe6b2ef720a74043e6450287ab013abcfda441d4b74e7a572a2cfce480f
locked,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.2,shadow,2,0.956140350877193,7.694675284703034e-05,3dbe056f3cb66200fca4547b196232fa16e350a27fddb0e7e1ec7d9171899601
locked,breast_cancer_wisconsin,veto_mavs,missing_features,0.2,shadow,2,0.9385964912280702,0.0006925207756232701,ea56d1eed67af482509c342af7b49088949fe338b3a6de4cd7fe463d200cd41a
locked,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.2,shadow,2,0.9298245614035088,0.0,203b5e3eeaf7375e2ba5c81b42b5c80861ff80645ba869422fef225184022497
locked,breast_cancer_wisconsin,single_model,missing_features,0.4,primary,3,0.9005847953216374,0.00047877979549263105,5aafdf184343bc723fa001d535586553d6aab41f3ef16b4f53303a1f7b886789
locked,breast_cancer_wisconsin,mean_ensemble,missing_features,0.4,primary,3,0.9122807017543859,0.00020519134092541295,13062dae22089602354ff689eec20e5cd646e878a1a37a7cdcfcdda8625b6468
