split_label,dataset_id,corruption_family,corruption_level,seed_role,governance_system_id,baseline_system_id,metric,bootstrap_unit,seed_count,delta_mean,ci_lower,ci_upper,iterations,bootstrap_seed,bootstrap_hash
locked,breast_cancer_wisconsin,feature_noise,0.05,shadow,veto_mavs,mean_ensemble,accuracy,seed_level_paired_by_corruption_seed,2,0.0,0.0,0.0,500,4040,2d7640fa0614f7cb081b429869c66bc1dc398ac92cd32f612e9e89ecf6cbb057
locked,breast_cancer_wisconsin,feature_noise,0.05,shadow,veto_mavs,mean_ensemble,f1,seed_level_paired_by_corruption_seed,2,0.0,0.0,0.0,500,4040,07422e4ddc93c3c291442630dadcd474f36a3e69c1583d0a7539969754f12e14
locked,breast_cancer_wisconsin,feature_noise,0.05,shadow,veto_mavs,mean_ensemble,unsafe_acceptance_rate,seed_level_paired_by_corruption_seed,2,0.0,0.0,0.0,500,4040,c4ad4385414ab80a4fe639c90f481c5d3baf22ea89c987592565b1fc6eafa31e
locked,breast_cancer_wisconsin,feature_noise,0.05,shadow,veto_mavs,static_weighted_ensemble,accuracy,seed_level_paired_by_corruption_seed,2,0.008771929824561375,0.0,0.01754385964912275,500,4040,fbbce1a07bd09e1fb996b616cdbb907d9e65726e1fad46dd8d4d856bb501ef61
locked,breast_cancer_wisconsin,feature_noise,0.05,shadow,veto_mavs,static_weighted_ensemble,f1,seed_level_paired_by_corruption_seed,2,0.010423925667828182,-0.0023809523809522615,0.023228803716608626,500,4040,529167a1e6244dbbb340a184dd593dfb7b6c3e49cdcd730320781ddcc4ca36cc
locked,breast_cancer_wisconsin,feature_noise,0.05,shadow,veto_mavs,static_weighted_ensemble,unsafe_acceptance_rate,seed_level_paired_by_corruption_seed,2,-0.027777777777777776,-0.027777777777777776,-0.027777777777777776,500,4040,14739525eec6e7982326a66b39ea341ccb24ecd4ac5643ec77999366f1bf1193
locked,breast_cancer_wisconsin,feature_noise,0.05,shadow,pure_mavs_gc,single_model,accuracy,seed_level_paired_by_corruption_seed,2,0.0,0.0,0.0,500,4040,3558dd3f2c09a69e877a89d6230b7dde7371839037896957f7c315f0ac30584b
locked,breast_cancer_wisconsin,feature_noise,0.05,shadow,pure_mavs_gc,single_model,f1,seed_level_paired_by_corruption_seed,2,-0.0023809523809522615,-0.0023809523809522615,-0.0023809523809522615,500,4040,4189235b086a38647b1bbf6bb0085418a049adf06085068eae5e0eb127f43f55
locked,breast_cancer_wisconsin,feature_noise,0.05,shadow,pure_mavs_gc,single_model,unsafe_acceptance_rate,seed_level_paired_by_corruption_seed,2,-0.027777777777777776,-0.027777777777777776,-0.027777777777777776,500,4040,bad74e51d1ac971ef3013957a6c80280dd9661e91dfd502002fbedcfd8a6999a
locked,breast_cancer_wisconsin,feature_noise,0.05,shadow,pure_mavs_gc,mean_ensemble,accuracy,seed_level_paired_by_corruption_seed,2,-0.008771929824561375,-0.01754385964912275,0.0,500,4040,d40e60e09712aa2fc9fa36cbbab16ef9bb53c194960aa6d9cbacde879ff3c58d
