run_id,run_mode,split_label,split,dataset_id,system_id,corruption_family,corruption_level,seed_role,seed_count,system_run_count,prediction_rows,trace_rows,prediction_artifact_count,aggregate_hash
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,missing_features,0.0,shadow,2,2,58,0,2,66822d24ae1c41f7ec249e7ad81ee6aff26485798af9868f68be233898226a47
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.0,shadow,2,2,58,0,2,9f8eb47f30f362d3708bbf8307853eea35025be6e71311b07d5647ca3b5954a2
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,missing_features,0.0,shadow,2,2,58,58,2,0bd93d1af1844115cec050a383c19ad780028cf4699a9317cff8bfbd4e245713
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.0,shadow,2,2,58,58,2,8e4eda6c5b72f8147ff63be2951293d355335b5eae72cad7f483e51f8fee8641
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,single_model,missing_features,0.05,audit,3,3,87,0,3,0853377f9a6f27c7862b806608b227abb1d5f8b6973a17a988c4ddea3b70f529
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,missing_features,0.05,audit,3,3,87,0,3,61c96c036548adc987f31afa5adb8e87e312e5f0a62f34e5f28d37c3b031ab12
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.05,audit,3,3,87,0,3,c441e668647592db555bc60a22634450894bbee2ad2a5aecc7512673b3270ee6
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,missing_features,0.05,audit,3,3,87,87,3,fe32c3d39ed3a6062a09a1c7c0b9f4f71e34c4932223f84049d1bcd80cbd2f5c
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.05,audit,3,3,87,87,3,603ef0b661d30b0b682557ee4c9b345af5f75abacf8664b69572a2aaa422de18
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,single_model,missing_features,0.05,shadow,2,2,58,0,2,ac4edb6bc01c0425c7d745888cffc371d8c57979bf72d35c66077b2084ca4310
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,missing_features,0.05,shadow,2,2,58,0,2,bcc43aca68e5dfd1334528657a76fba834c8b59fb1701c29de88e5b473ffec7b
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.05,shadow,2,2,58,0,2,aaa1c7647d0dcff328e3a0a7a0a6ee883b1e3135eca7b97abe744b8d7ced4048
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,missing_features,0.05,shadow,2,2,58,58,2,492d5b3315b1d02d58a29803ab73e49a1b8396315cd50515d72bf460c1cb5981
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.05,shadow,2,2,58,58,2,60a5a2639dc0a7c36dc3e84fade44a9cec60a1c99c2f8b69209bdb3af5f23085
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,single_model,missing_features,0.1,audit,3,3,87,0,3,2ec4a92b1ca3e516ccf551374acf39e9f2fe34fb3f57190596a20a523d7ad1c9
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,missing_features,0.1,audit,3,3,87,0,3,97f1de5929beed29607b8d33da98b006490ee8a1f212c1cfd7ecf8ac7fa2b290
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.1,audit,3,3,87,0,3,9ddc23936857b2bade7f80a0ba932f9039c53438abc0041546f7827e9a849652
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,missing_features,0.1,audit,3,3,87,87,3,1d8683bc188ac62ac472d47d246bc5192e82eb18c76e1f61e5f012260fe1455d
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.1,audit,3,3,87,87,3,551e3b41a1a058c61dc86cf15773fac1f7fb90e8bd51999a349d3ecc50be7e5a
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,single_model,missing_features,0.1,shadow,2,2,58,0,2,729d28e087a4de20b2f99aae9d58824e36bd48307d06b35b93dc58aa58dec25f
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,missing_features,0.1,shadow,2,2,58,0,2,4855eaf26224324068e9b58862b18ae591edc1eb73bfae75624971711b56f656
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.1,shadow,2,2,58,0,2,4f32342cca10d032b9d8c5303315cdd2bae1cd5658d063fc6d167dffeeabab2b
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,missing_features,0.1,shadow,2,2,58,58,2,447575a9515f839c73820fc82a814a3a799603b1d209730a54dad3abe8158437
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.1,shadow,2,2,58,58,2,bdef5577046fe2b1e4689462ca236350ab58c84b2239223d7eb5778e0d11631a
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,single_model,missing_features,0.2,audit,3,3,87,0,3,5b44e204125b48fc05a6f67cf6f15fc60f690b57376afa65569e1e3bdbe25b50
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,missing_features,0.2,audit,3,3,87,0,3,b1de0ef0b419303ce03da158aecf5d25d9390605438eafafaa265dedc73b3185
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.2,audit,3,3,87,0,3,7e142cd571f9ab6f581a8af831b2d554c39a32016a275b149d5085af0f496506
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,veto_mavs,missing_features,0.2,audit,3,3,87,87,3,d7056000cdbd98f38d67c5dd9da9ef62e7b46f90b70f1136570b7fd4ef4ecbb9
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,pure_mavs_gc,missing_features,0.2,audit,3,3,87,87,3,9007a015f4beec7557c72795ebda44787ca6432907b18b71cc567679d24fa1bb
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,single_model,missing_features,0.2,shadow,2,2,58,0,2,099db5c0c94db351a4a130a2f290858d5019c8605b9f4755019fefb7fa39a9e0
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,mean_ensemble,missing_features,0.2,shadow,2,2,58,0,2,d5a8dc13c39af167f08ee6358b734196c74675ffcd828d523df0a186edce2be1
phase3_audit_full_v1,exploratory,audit,audit_benchmark,breast_cancer_wisconsin,static_weighted_ensemble,missing_features,0.2,shadow,2,2,58,0,2,ef09386bd37f9f8e552dda1855ebb41c894d68062a23b739f6ffe0ed153a16ec
